ticker,company_name,board,aliases
SAPX,PT Satria Antaran Prima Tbk.,DEVELOPMENT,SATRIA ANTARAN PRIMA|SATRIA ANTARAN
SATU,PT Kota Satu Properti Tbk.,DEVELOPMENT,KOTA SATU PROPERTI|KOTA SATU
SBAT,PT Sejahtera Bintang Abadi Textile Tbk.,WATCHLIST,SEJAHTERA BINTANG ABADI TEXTILE|BINTANG ABADI TEXTILE
SBMA,PT Surya Biru Murni Acetylene Tbk,DEVELOPMENT,SURYA BIRU MURNI ACETYLENE|SURYA BIRU
SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,DEVELOPMENT,SUPREME CABLE MANUFACTURING COMMERCE|SUPREME CABLE
SCMA,Surya Citra Media Tbk,MAIN,SURYA CITRA MEDIA|SURYA CITRA
SCNP,PT Selaras Citra Nusantara Perkasa Tbk,DEVELOPMENT,SELARAS CITRA NUSANTARA PERKASA|SELARAS CITRA
SCPI,PT Organon Pharma Indonesia Tbk,WATCHLIST,ORGANON PHARMA INDONESIA|ORGANON PHARMA
SDMU,Sidomulyo Selaras Tbk,DEVELOPMENT,SIDOMULYO SELARAS
SDPC,Millennium Pharmacon International Tbk,DEVELOPMENT,MILLENNIUM PHARMACON INTERNATIONAL|MILLENNIUM PHARMACON
SDRA,PT Bank Woori Saudara Indonesia 1906 Tbk,DEVELOPMENT,BANK WOORI SAUDARA INDONESIA 1906|WOORI SAUDARA INDONESIA 1906
SEMA,PT Semacom Integrated Tbk,DEVELOPMENT,SEMACOM INTEGRATED
SFAN,PT Surya Fajar Capital Tbk,DEVELOPMENT,SURYA FAJAR CAPITAL|SURYA FAJAR
SGER,PT Sumber Global Energy Tbk.,MAIN,
SGRO,PT Prime Agri Resources Tbk,MAIN,PRIME AGRI RESOURCES|PRIME AGRI
SHID,Hotel Sahid Jaya Tbk,DEVELOPMENT,HOTEL SAHID JAYA
SHIP,PT Sillo Maritime Perdana Tbk,MAIN,SILLO MARITIME PERDANA|SILLO MARITIME
SICO,PT Sigma Energy Compressindo Tbk,DEVELOPMENT,SIGMA ENERGY COMPRESSINDO|SIGMA ENERGY
SIDO,PT Industri Jamu Dan Farmasi Sido Muncul Tbk,MAIN,INDUSTRI JAMU DAN FARMASI SIDO MUNCUL|JAMU DAN FARMASI SIDO MUNCUL
SILO,PT Siloam International Hospitals Tbk.,MAIN,SILOAM INTERNATIONAL HOSPITALS|SILOAM INTERNATIONAL
SIMA,Siwani Makmur Tbk,WATCHLIST,SIWANI MAKMUR
SIMP,Salim Ivomas Pratama Tbk,MAIN,SALIM IVOMAS PRATAMA|SALIM IVOMAS
SINI,PT Singaraja Putra Tbk.,WATCHLIST,SINGARAJA PUTRA
SIPD,PT Sreeya Sewu Indonesia Tbk,DEVELOPMENT,SREEYA SEWU INDONESIA|SREEYA SEWU
SKBM,Sekar Bumi Tbk,DEVELOPMENT,SEKAR BUMI
SKLT,Sekar Laut Tbk,DEVELOPMENT,SEKAR LAUT
SKRN,PT Superkrane Mitra Utama Tbk,MAIN,SUPERKRANE MITRA UTAMA|SUPERKRANE MITRA
SKYB,PT Northcliff Citranusa Indonesia Tbk.,WATCHLIST,NORTHCLIFF CITRANUSA INDONESIA|NORTHCLIFF CITRANUSA
SLIS,PT Gaya Abadi Sempurna Tbk,DEVELOPMENT,GAYA ABADI SEMPURNA|GAYA ABADI
SMAR,PT Sinar Mas Agro Resources and Technology Tbk,MAIN,SINAR MAS AGRO RESOURCES AND TECHNOLOGY
SMBR,PT Semen Baturaja (Persero) Tbk,MAIN,SEMEN BATURAJA
SMCB,PT Solusi Bangun Indonesia Tbk,WATCHLIST,
SMDM,Suryamas Dutamakmur Tbk,DEVELOPMENT,SURYAMAS DUTAMAKMUR
SMDR,Samudera Indonesia Tbk,MAIN,SAMUDERA INDONESIA
SMGA,PT Sumber Mineral Global Abadi Tbk,DEVELOPMENT,SUMBER MINERAL GLOBAL ABADI|MINERAL GLOBAL ABADI|SUMBER MINERAL
SMGR,Semen Indonesia (Persero) Tbk,MAIN,SEMEN INDONESIA
SMIL,PT Sarana Mitra Luas Tbk,MAIN,SARANA MITRA LUAS|MITRA LUAS
SMKL,PT Satyamitra Kemas Lestari Tbk,DEVELOPMENT,SATYAMITRA KEMAS LESTARI|SATYAMITRA KEMAS
SMKM,PT Sumber Mas Konstruksi Tbk,ACCELERATION,SUMBER MAS KONSTRUKSI|MAS KONSTRUKSI|SUMBER MAS
SMLE,PT Sinergi Multi Lestarindo Tbk,DEVELOPMENT,SINERGI MULTI LESTARINDO|SINERGI MULTI
SMMA,PT Sinar Mas Multiartha Tbk,DEVELOPMENT,SINAR MAS MULTIARTHA
SMMT,GOLDEN EAGLE ENERGY Tbk,DEVELOPMENT,GOLDEN EAGLE ENERGY|GOLDEN EAGLE
SMRA,PT Summarecon Agung Tbk,MAIN,SUMMARECON AGUNG
SMRU,SMR Utama Tbk,WATCHLIST,SMR UTAMA
SMSM,Selamat Sempurna Tbk,MAIN,SELAMAT SEMPURNA
SNLK,PT Sunter Lakeside Hotel Tbk.,DEVELOPMENT,SUNTER LAKESIDE HOTEL|SUNTER LAKESIDE
SOCI,PT Soechi Lines Tbk.,DEVELOPMENT,SOECHI LINES
SOFA,PT Solusi Environment Asia Tbk,ACCELERATION,SOLUSI ENVIRONMENT ASIA|SOLUSI ENVIRONMENT|ENVIRONMENT ASIA
SOHO,PT Soho Global Health Tbk,DEVELOPMENT,SOHO GLOBAL HEALTH|SOHO GLOBAL
SOLA,PT Xolare RCR Energy Tbk,DEVELOPMENT,XOLARE RCR ENERGY|XOLARE RCR
SONA,Sona Topas Tourism Industry Tbk,DEVELOPMENT,SONA TOPAS TOURISM INDUSTRY|SONA TOPAS
SOSS,PT Shield On Service Tbk.,WATCHLIST,SHIELD ON SERVICE
SOTS,PT Satria Mega Kencana Tbk.,DEVELOPMENT,SATRIA MEGA KENCANA|SATRIA MEGA
SOUL,PT Mitra Tirta Buwana Tbk,ACCELERATION,MITRA TIRTA BUWANA|TIRTA BUWANA|MITRA TIRTA
SPMA,Suparma Tbk,DEVELOPMENT,SUPARMA
SPRE,PT Soraya Berjaya Indonesia Tbk,ACCELERATION,SORAYA BERJAYA INDONESIA|SORAYA BERJAYA
SPTO,PT Surya Pertiwi Tbk,MAIN,SURYA PERTIWI
SQMI,Wilton Makmur Indonesia Tbk,WATCHLIST,WILTON MAKMUR INDONESIA|WILTON MAKMUR
SRAJ,Sejahteraraya Anugrahjaya Tbk,DEVELOPMENT,SEJAHTERARAYA ANUGRAHJAYA
SRIL,PT Sri Rejeki Isman Tbk,WATCHLIST,SRI REJEKI ISMAN|SRI REJEKI
SRSN,Indo Acidatama Tbk,DEVELOPMENT,INDO ACIDATAMA
SRTG,PT Saratoga Investama Sedaya Tbk.,MAIN,SARATOGA INVESTAMA SEDAYA|SARATOGA INVESTAMA
SSIA,PT Surya Semesta Internusa Tbk,MAIN,SURYA SEMESTA INTERNUSA|SURYA SEMESTA
SSMS,PT Sawit Sumbermas Sarana Tbk.,MAIN,SAWIT SUMBERMAS SARANA|SAWIT SUMBERMAS
SSTM,Sunson Textile Manufacturer Tbk,DEVELOPMENT,SUNSON TEXTILE MANUFACTURER|SUNSON TEXTILE
STAA,PT Sumber Tani Agung Resources Tbk,MAIN,SUMBER TANI AGUNG RESOURCES|TANI AGUNG RESOURCES|SUMBER TANI
STAR,PT Calculus Global Ventures Tbk,DEVELOPMENT,CALCULUS GLOBAL VENTURES|CALCULUS GLOBAL
STRK,PT Lovina Beach Brewery Tbk.,DEVELOPMENT,LOVINA BEACH BREWERY|LOVINA BEACH
STTP,PT Siantar Top Tbk,DEVELOPMENT,SIANTAR TOP
SUGI,Sugih Energy Tbk,WATCHLIST,SUGIH ENERGY
SULI,PT SLJ Global Tbk,DEVELOPMENT,SLJ GLOBAL
SUNI,PT Sunindo Pratama Tbk,MAIN,SUNINDO PRATAMA
SUPA,PT Super Bank Indonesia Tbk,DEVELOPMENT,SUPER BANK INDONESIA|SUPER BANK
SUPR,Solusi Tunas Pratama Tbk,WATCHLIST,SOLUSI TUNAS PRATAMA|TUNAS PRATAMA|SOLUSI TUNAS
SURE,PT Super Energy Tbk.,DEVELOPMENT,SUPER ENERGY
SURI,PT Maja Agung Latexindo Tbk.,DEVELOPMENT,MAJA AGUNG LATEXINDO|MAJA AGUNG
SWAT,PT Sriwahana Adityakarta Tbk.,WATCHLIST,SRIWAHANA ADITYAKARTA
SWID,PT Saraswanti Indoland Development Tbk,DEVELOPMENT,SARASWANTI INDOLAND DEVELOPMENT|SARASWANTI INDOLAND
TALF,PT Tunas Alfin Tbk,DEVELOPMENT,TUNAS ALFIN
TAMA,PT Lancartama Sejati Tbk.,DEVELOPMENT,LANCARTAMA SEJATI
TAMU,PT Pelayaran Tamarin Samudra Tbk.,WATCHLIST,PELAYARAN TAMARIN SAMUDRA|PELAYARAN TAMARIN
TAPG,PT Triputra Agro Persada Tbk.,MAIN,TRIPUTRA AGRO PERSADA|TRIPUTRA AGRO
TARA,PT Agung Semesta Sejahtera Tbk,WATCHLIST,AGUNG SEMESTA SEJAHTERA|SEMESTA SEJAHTERA|AGUNG SEMESTA
TAXI,Express Transindo Utama Tbk,WATCHLIST,EXPRESS TRANSINDO UTAMA|EXPRESS TRANSINDO
TAYS,PT Jaya Swarasa Agung Tbk,DEVELOPMENT,JAYA SWARASA AGUNG|SWARASA AGUNG|JAYA SWARASA
TBIG,PT Tower Bersama Infrastructure Tbk,MAIN,TOWER BERSAMA INFRASTRUCTURE|TOWER BERSAMA
TBLA,Tunas Baru Lampung Tbk,MAIN,TUNAS BARU LAMPUNG|TUNAS BARU
TBMS,Tembaga Mulia Semanan Tbk,DEVELOPMENT,TEMBAGA MULIA SEMANAN|TEMBAGA MULIA
TCID,Mandom Indonesia Tbk,DEVELOPMENT,MANDOM INDONESIA
TCPI,PT Transcoal Pacific Tbk.,DEVELOPMENT,TRANSCOAL PACIFIC
TDPM,PT Tianrong Chemicals Industry Tbk,WATCHLIST,TIANRONG CHEMICALS INDUSTRY|TIANRONG CHEMICALS
TEBE,PT Dana Brata Luhur Tbk.,MAIN,DANA BRATA LUHUR
TECH,PT Indosterling Technomedia Tbk,WATCHLIST,INDOSTERLING TECHNOMEDIA
TELE,PT Omni Inovasi Indonesia Tbk,WATCHLIST,OMNI INOVASI INDONESIA|OMNI INOVASI
TFAS,PT Telefast Indonesia Tbk.,DEVELOPMENT,TELEFAST INDONESIA
TFCO,Tifico Fiber Indonesia Tbk,WATCHLIST,TIFICO FIBER INDONESIA|TIFICO FIBER
TGKA,Tigaraksa Satria Tbk,DEVELOPMENT,TIGARAKSA SATRIA
TGRA,PT Terregra Asia Energy,WATCHLIST,TERREGRA ASIA ENERGY|TERREGRA ASIA
TGUK,PT Platinum Wahab Nusantara Tbk.,WATCHLIST,PLATINUM WAHAB NUSANTARA|PLATINUM WAHAB
TIFA,KDB Tifa Finance Tbk,DEVELOPMENT,KDB TIFA FINANCE|KDB TIFA
TINS,PT TIMAH (Persero) Tbk,MAIN,TIMAH
TIRA,Tira Austenite Tbk,DEVELOPMENT,TIRA AUSTENITE
TIRT,Tirta Mahakam Resources Tbk,WATCHLIST,TIRTA MAHAKAM RESOURCES|TIRTA MAHAKAM
TKIM,Pabrik Kertas Tjiwi Kimia Tbk,MAIN,PABRIK KERTAS TJIWI KIMIA
TLDN,PT Teladan Prima Agro Tbk,MAIN,TELADAN PRIMA AGRO|TELADAN PRIMA
TLKM,PT Telkom Indonesia (Persero) Tbk,MAIN,TELKOM INDONESIA
TMAS,PT Temas Tbk.,MAIN,TEMAS
TMPO,Tempo Inti Media Tbk,DEVELOPMENT,TEMPO INTI MEDIA|TEMPO INTI
TNCA,PT Trimuda Nuansa Citra Tbk.,DEVELOPMENT,TRIMUDA NUANSA CITRA|TRIMUDA NUANSA
TOBA,PT TBS Energi Utama Tbk,MAIN,TBS ENERGI UTAMA|TBS ENERGI
TOOL,PT Rohartindo Nusantara Luas Tbk,DEVELOPMENT,ROHARTINDO NUSANTARA LUAS|ROHARTINDO NUSANTARA
TOPS,PT Totalindo Eka Persada Tbk.,WATCHLIST,TOTALINDO EKA PERSADA|TOTALINDO EKA
TOSK,PT Topindo Solusi Komunika Tbk.,DEVELOPMENT,TOPINDO SOLUSI KOMUNIKA|TOPINDO SOLUSI
TOTL,Total Bangun Persada Tbk,MAIN,TOTAL BANGUN PERSADA|TOTAL BANGUN
TOTO,Surya Toto Indonesia Tbk,MAIN,SURYA TOTO INDONESIA|SURYA TOTO
TOWR,Sarana Menara Nusantara Tbk,MAIN,SARANA MENARA NUSANTARA|MENARA NUSANTARA|SARANA MENARA
TOYS,PT Sunindo Adipersada Tbk.,WATCHLIST,SUNINDO ADIPERSADA
TPIA,PT Chandra Asri Pacific Tbk,MAIN,CHANDRA ASRI PACIFIC|CHANDRA ASRI
TPMA,Trans Power Marine Tbk,MAIN,TRANS POWER MARINE|TRANS POWER
TRAM,Trada Alam Minera Tbk.,WATCHLIST,TRADA ALAM MINERA|TRADA ALAM
TRGU,PT Cerestar Indonesia Tbk,MAIN,CERESTAR INDONESIA
TRIL,Triwira Insanlestari Tbk,WATCHLIST,TRIWIRA INSANLESTARI
TRIM,PT Trimegah Sekuritas Indonesia Tbk,MAIN,TRIMEGAH SEKURITAS INDONESIA|TRIMEGAH SEKURITAS
TRIN,PT Perintis Triniti Properti Tbk,DEVELOPMENT,PERINTIS TRINITI PROPERTI|PERINTIS TRINITI
TRIO,Trikomsel Oke Tbk,WATCHLIST,TRIKOMSEL OKE
TRIS,Trisula International Tbk,DEVELOPMENT,TRISULA INTERNATIONAL
TRJA,PT Transkon Jaya Tbk.,DEVELOPMENT,TRANSKON JAYA
TRON,PT Teknologi Karya Digital Nusa Tbk.,DEVELOPMENT,TEKNOLOGI KARYA DIGITAL NUSA|TEKNOLOGI KARYA
TRST,Trias Sentosa Tbk,DEVELOPMENT,TRIAS SENTOSA
TRUE,PT Triniti Dinamik Tbk,DEVELOPMENT,TRINITI DINAMIK
TRUK,PT Guna Timur Raya Tbk.,DEVELOPMENT,GUNA TIMUR RAYA|GUNA TIMUR
TRUS,Trust Finance Indonesia Tbk,DEVELOPMENT,TRUST FINANCE INDONESIA|TRUST FINANCE
TSPC,Tempo Scan Pacific Tbk,MAIN,TEMPO SCAN PACIFIC|TEMPO SCAN
TUGU,PT Asuransi Tugu Pratama Indonesia Tbk,MAIN,ASURANSI TUGU PRATAMA INDONESIA|TUGU PRATAMA INDONESIA
TYRE,PT King Tire Indonesia Tbk.,DEVELOPMENT,KING TIRE INDONESIA|KING TIRE
UANG,PT Pakuan Tbk,DEVELOPMENT,PAKUAN
UCID,PT Uni-Charm Indonesia Tbk.,MAIN,UNI CHARM INDONESIA|UNI CHARM
UDNG,PT Agro Bahari Nusantara Tbk,ACCELERATION,AGRO BAHARI NUSANTARA|BAHARI NUSANTARA|AGRO BAHARI
UFOE,PT Damai Sejahtera Abadi Tbk,DEVELOPMENT,DAMAI SEJAHTERA ABADI|DAMAI SEJAHTERA
ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,MAIN,ULTRAJAYA MILK INDUSTRY TRADING COMPANY|ULTRAJAYA MILK
UNIC,Unggul Indah Cahaya Tbk,MAIN,UNGGUL INDAH CAHAYA|UNGGUL INDAH
UNIQ,PT Ulima Nitra Tbk,DEVELOPMENT,ULIMA NITRA
UNIT,Nusantara Inti Corpora Tbk,DEVELOPMENT,NUSANTARA INTI CORPORA|INTI CORPORA
UNSP,Bakrie Sumatera Plantations Tbk,WATCHLIST,BAKRIE SUMATERA PLANTATIONS|BAKRIE SUMATERA
UNTD,PT Terang Dunia Internusa Tbk.,DEVELOPMENT,TERANG DUNIA INTERNUSA|TERANG DUNIA
UNTR,United Tractors Tbk,MAIN,UNITED TRACTORS
UNVR,Unilever Indonesia Tbk,MAIN,UNILEVER INDONESIA
URBN,PT Urban Jakarta Propertindo Tbk.,WATCHLIST,URBAN JAKARTA PROPERTINDO|URBAN JAKARTA
UVCR,PT Trimegah Karya Pratama Tbk.,DEVELOPMENT,TRIMEGAH KARYA PRATAMA|TRIMEGAH KARYA
VAST,PT Vastland Indonesia Tbk,DEVELOPMENT,VASTLAND INDONESIA
VERN,PT Verona Indah Pictures Tbk,DEVELOPMENT,VERONA INDAH PICTURES|VERONA INDAH
VICI,PT Victoria Care Indonesia Tbk,MAIN,VICTORIA CARE INDONESIA|VICTORIA CARE
VICO,PT Victoria Investama Tbk.,MAIN,VICTORIA INVESTAMA
VINS,PT Victoria Insurance Tbk.,DEVELOPMENT,VICTORIA INSURANCE
VISI,PT Satu Visi Putra Tbk.,DEVELOPMENT,SATU VISI PUTRA|SATU VISI
VIVA,PT Visi Media Asia Tbk,WATCHLIST,VISI MEDIA ASIA|VISI MEDIA
VKTR,PT VKTR Teknologi Mobilitas Tbk,DEVELOPMENT,VKTR TEKNOLOGI MOBILITAS|VKTR TEKNOLOGI
VOKS,Voksel Electric Tbk,DEVELOPMENT,VOKSEL ELECTRIC
VRNA,PT Mizuho Leasing Indonesia Tbk,DEVELOPMENT,MIZUHO LEASING INDONESIA|MIZUHO LEASING
VTNY,PT Venteny Fortuna International Tbk,DEVELOPMENT,VENTENY FORTUNA INTERNATIONAL|VENTENY FORTUNA
WAPO,Wahana Pronatural Tbk,DEVELOPMENT,WAHANA PRONATURAL
WBSA,PT BSA Logistics Indonesia Tbk,DEVELOPMENT,BSA LOGISTICS INDONESIA|BSA LOGISTICS
WEGE,PT Wijaya Karya Bangunan Gedung Tbk.,DEVELOPMENT,WIJAYA KARYA BANGUNAN GEDUNG
WEHA,PT WEHA Transportasi Indonesia Tbk,DEVELOPMENT,WEHA TRANSPORTASI INDONESIA|WEHA TRANSPORTASI
WGSH,PT Wira Global Solusi Tbk,ACCELERATION,WIRA GLOBAL SOLUSI|WIRA GLOBAL
WICO,Wicaksana Overseas International Tbk,WATCHLIST,WICAKSANA OVERSEAS INTERNATIONAL|WICAKSANA OVERSEAS
WIDI,PT Widiant Jaya Krenindo Tbk.,ACCELERATION,WIDIANT JAYA KRENINDO|WIDIANT JAYA
WIFI,PT Solusi Sinergi Digital Tbk,DEVELOPMENT,SOLUSI SINERGI DIGITAL|SINERGI DIGITAL|SOLUSI SINERGI
WIIM,Wismilak Inti Makmur Tbk,MAIN,WISMILAK INTI MAKMUR|WISMILAK INTI
WIKA,PT Wijaya Karya (Persero) Tbk,WATCHLIST,
WINE,PT Hatten Bali Tbk,DEVELOPMENT,HATTEN BALI
WINR,PT Winner Nusantara Jaya Tbk,WATCHLIST,WINNER NUSANTARA JAYA|WINNER NUSANTARA
WINS,Wintermar Offshore Marine Tbk,MAIN,WINTERMAR OFFSHORE MARINE|WINTERMAR OFFSHORE
WIRG,PT WIR ASIA Tbk,DEVELOPMENT,WIR ASIA
WMPP,PT Widodo Makmur Perkasa Tbk,WATCHLIST,WIDODO MAKMUR PERKASA
WMUU,PT Widodo Makmur Unggas Tbk,DEVELOPMENT,WIDODO MAKMUR UNGGAS
WOMF,PT Wahana Ottomitra Multiartha Tbk,DEVELOPMENT,WAHANA OTTOMITRA MULTIARTHA|WAHANA OTTOMITRA
WOOD,PT Integra Indocabinet Tbk,MAIN,INTEGRA INDOCABINET
WOWS,PT Ginting Jaya Energi Tbk,DEVELOPMENT,GINTING JAYA ENERGI|GINTING JAYA
WSBP,PT Waskita Beton Precast Tbk.,WATCHLIST,WASKITA BETON PRECAST|WASKITA BETON
WSKT,PT Waskita Karya (Persero) Tbk,WATCHLIST,WASKITA KARYA
WTON,Wijaya Karya Beton,MAIN,WIJAYA KARYA BETON
YELO,PT Yelooo Integra Datanet Tbk.,DEVELOPMENT,YELOOO INTEGRA DATANET|YELOOO INTEGRA
YOII,PT Asuransi Digital Bersama Tbk,DEVELOPMENT,
YPAS,Yanaprima Hastapersada Tbk,DEVELOPMENT,YANAPRIMA HASTAPERSADA
YULE,Yulie Sekuritas Indonesia Tbk,DEVELOPMENT,YULIE SEKURITAS INDONESIA|YULIE SEKURITAS
YUPI,PT Yupi Indo Jelly Gum Tbk,MAIN,YUPI INDO JELLY GUM|YUPI INDO
ZATA,PT Bersama Zatta Jaya Tbk,DEVELOPMENT,BERSAMA ZATTA JAYA|BERSAMA ZATTA|ZATTA JAYA
ZBRA,PT Dosni Roha Indonesia Tbk,WATCHLIST,DOSNI ROHA INDONESIA|DOSNI ROHA
ZINC,PT Kapuas Prima Coal Tbk,WATCHLIST,KAPUAS PRIMA COAL|KAPUAS PRIMA
ZONE,PT Mega Perintis Tbk.,DEVELOPMENT,MEGA PERINTIS
ZYRX,PT Zyrexindo Mandiri Buana Tbk,DEVELOPMENT,ZYREXINDO MANDIRI BUANA|ZYREXINDO MANDIRI
